Regular sample data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sample Code,Sample Item Name/Code,Processing type,Construction,Color,Customer,Customer Required Width,Customer Requirement Length(%),Customer Requirement Width(%),Weight B/W,Sample Issue Date,Finishing Date,Loom No,Warpping No,Yard,"After Dryer
 Width(Inch)",Weaving PPI,Dryer Skey(CM),"After Shrinkage 
Skey(CM)","After Shrinkage
 PPI",PPI(+),"After Wash 
Skew(CM)","After Srinkage 
Width(Inch)","Box % 
(Right Hand)","Box % 
(Left Hand)","After Wash 
Width %","After Wash
 Length %","After Wash
 Width(Inch)","After Wash
 PPI",Sample Processing Details,Remarks
X22192-1,RN115-32R5,Regular,"4200X43
7ring(Badsha, BCI)X10oe(Badsha), 3/1RHT",Indigo#5,Fashion Tex,61''--62'',,#+/-(3--4)%,11.60 oz,,14/09/2025,223,2509828,100Y,"C:61''
F:61.7''",43,13.0cm,11.5cm,50,7,16.0cm,"C:61.3''
F:62''",4.00%,2.87%,-2.12%,0.00%,60.0'',50,Singeing + Dryer(5box 60°C) + Sanforized,
X25274,,Regular,"3906X47
7oe(Badsha) X 10-70D(Nishat, BCI), 3/1RHT",Dark Indigo#6,Defacto,58''--59'',,#-(15--19)%,12.50 oz,,10/09/2025,107,2508770,20Y,"C:59''
F:59.5''",47,13.5cm,13.0cm,54,7,12.5cm,"C:57.8''
F:58.8''",-0.90%,-2.00%,-17.40%,-1.00%,47.7'',54,Singeing?Dryer(5box 60°C)?Sanforized,
X22258-1,,Regular,"3944X40
7ring 0 (Badsha) X 7oe(Badsha, BCI), 3/1RHT",Indigo#5,Pull & Bear/Fashion Tex,61''--62'',,#+/-(3--4),12.25 oz,,10/09/2025,223.2,2509828,98Y,"C:61.5''
F:62.4'",40,16.0cm,12.0cm,47,7,14.0cm,"C:61.7''
F:62.5''",0.86%,1.43%,-2.40%,-1.40%,60.3'',47,Singeing?Dryer (5box 60°C)?Sanforized,
X24048,,Regular,"4600X45
10rsl(yt-199)Nishat X 10oe(Badsha)+10rsl(yt-199)Nishat (2:1), 3/1RHT",Indigo#5,Echotex,58''--59'',,#+/-(3--4)%,10.20 oz,,13/09/2025,305,2508729,84Y,"C:60''
F:61''",45,13.5cm,11.0cm,52,7,13.0cm,"C:60''
F:60.6''",1.40%,0.50%,-1.30%,-1.00%,59.2'',52,Singeing?Dryer(5box 60°C)?Sanforized,
X24246,,Regular,"4488X42
10siro(Badsha) X 10Tencel(Nishat, Tencel, Lenzing), 3/1RHT",Dark Indigo#6,Natural Denim,61''--62'',,#+/-(3--4)%,9.25 oz,,14/09/2025,413,2508735,103Y,"C:64''
F:64.7''",42,12.5cm,11.0cm,48,6,17.0cm,"C:63''
F:63.7''",4.20%,3.90%,-1.58%,0.00%,62.0'',48,Singeing + Dryer(5box 60°C) + Sanforized,
X25275,,Regular,"4464X50
10siro(Badsha)X10oe(Badsha), 3/1RHT",Indigo#6,MKT,63''--64'',,#+/-(3--4)%,10.00 oz,,14/09/2025,413,2508735,70Y,"C:64.2''
F:65''",50,16.0cm,12.0cm,58,8,14.0cm,"C:64.5''
F:65''",0.00%,2.56%,2.01%,0.00%,63.2'',58,Singeing?Dryer(5box 60°C)?Sanforized,
X25276,"97% Cotton, 3% Poly",Regular,"4464(White-4112,Black-352) X 45
10ring(Badsha)+300D Black(Hanzhou)(35:3)X10OE(Badsha), 2/2 Zigzag",Natural#1,Free Development,63''--64'',,#-(3--4)%,9.50 oz,,25/09/2025,611,2509850,188Y,"C:63.7''
F:64.5''",45,0.0cm,2.5cm,52,7,0.0cm,"C:64.2''
F:65.2''",-3.20%,-2.90%,-0.50%,0.30%,63.5'',53,No Singeing(Only use Brush)?Dryer(1box cold wash)?Sanforized,
X24197,,Regular Finish,"4200X43
7oe(Badsha,BCI)X10oe(Badsha), 3/1RHT",Blue Black#8I,Bitopi Group/Zara,61''--62'',,#+/-(3--4)%,12.00 oz,,18/09/2025,320,2509848,95Y,"C:61.2''
F:62''",43,11.5cm,11.0cm,51,8,14.0cm,"C:61''
F:62''",1.80%,4.10%,-2.40%,0.90%,59.5'',51,Singeing?Dryer(5box 60°C)?Sanforized,
X22034,RS120-09R5,Regular Finish,"4335X37
7oe(Badsha)+9oe Slub(Nishat) 6:4 X 7oe(Badsha, BCI), 2/1RHT",Indigo#5,MBI,62''--63'',,#+/-(3--4)%,12.00 oz,,19/09/2025,605,2509844,12Y,"C:62.2''
F:63''",37,#----,0.0cm,42,5,,,,,,,,,"Singeing?Dryer(5box 60°C)?Sanforized
After Wash Data Not Found in Shrinkage Record",
X25278,,Regular Finish,"4464X45
10siro(Nishat) X 10(50D-50rona), 3/1RHT",Dark Indigo#6,Test Sample,60''Approx,,#-(5--8)%,10.00 oz,,18/09/2025,606,2509822,20Y,"C:57.7''
F:58.7''",45,14.0cm,9.5cm,52,7,11.0cm,"C:57.8''
F:58.5''",-1.70%,2.70%,-2.00%,-1.60%,56.6'',52,Singeing?Dryer(5box 60°C)?Sanforized,
X23297,PR100-05R6,,"4464X40
9oe(BCI, BTL)X10oe(Badsha), 3/1RHT",Dark Indigo#6,Standard Group/George,63''--64'',,#-(3--4)%,9.80 oz,,21/09/2025,305,2509853,100Y,"C:63.8''
F:64.7''",40,17.0cm,13.5cm,48,8,14.5cm,"C:63.8''
F:64.7''",-0.56%,2.40%,-1.50%,1.00%,63.0'',47,Singeing?Dryer(5box 60°)?Sanforized,
X25279,,,"4590X43
9oeX10oe(Badsha), 2/1RHT",Indigo#5,Runway Fashion,64''--65'',,,10.50 oz,,18/09/2025,219,2509839,75Y,"C:65.5''
F:66.4''",43,10.0cm,9.0cm,50,7,9.0cm,"C:65.5''
F:66.5''",0.70%,0.40%,-1.50%,1.00%,64.5'',49,Singeing?Dryer(5box 60°C)?Sanforized,
X25171,,,"4464X44
8siro(Nishat) X 10Tencel(Ring, lenzing)Nishat, 3/1RHT",Indigo#5,Sainsbury,65''--66'',,#+/-(3--4)%,11.00 oz,,20/09/2025,305,2504364,100Y,"C:66''
F:67''",44,21.0cm,19.0cm,52,8,19.5cm,"C:66''
F:66.8''",-0.56%,-0.56%,-1.96%,2.50%,64.7'',50,Singeing?Dryer(5box 60°C)?Sanforized,
X25281,,,"4464X44
8siro(Nishat)X10 Tencel, Ring, Lenzing(Nishat)TM-4, 3/1RHT",Blue Black#8C,Sainsbury,65''--66'',,#+/-(3--4)%,11.00 oz,,23/09/2025,305,2509861,100Y,"C:66.5''
F:67.3''",44,21.0cm,14.5cm,52,8,19.0cm,"C:66''
F:67''",-3.50%,4.00%,-2.27%,1.00%,64.5'',51,Singeing?Dryer(5box 60°C)?Sanforized,
X24015,,,"4968X44
12rn(Nishat)X12rn(Nishat), Box Dobby",Indigo#5,Madry Jeans,62''--63'',,#+/-(3--4)%,8.70 oz,,23/09/2025,121,2509860,148Y,"C:62.7''
F:63.3''",44,18.0cm,11.5cm,51,7,11.5cm,"C:63.4''
F:64''",0.00%,-2.13%,0.00%,-1.80%,63.4'',52,Singeing?Dryer(5box 60°C)?Sanforized,
X23143,,"Regular Finish,Face-up","5760X49
20ring(Nishat)X20ring(Nishat, Compact BCI), Zigzag 3/1",Dark Indigo#6,Madry Jeans,62''--63'',,#+/-(3--4)%,5.70 oz,,23/09/2025,219,2508694,120Y,"C:60.5''
F:61.5''",49,12.0cm,10.0cm,56,7,5.5cm,"C:62.3''
F:63''",-1.26%,-4.00%,-0.48%,0.00%,62.6'',56,Singeing?Dryer(5box 60°C)?Sanforized,
X25280,,,"4896X50
10ring(Badsha)lot-98 X 10ring(Badsha)lot-98, 3/1RHT",Indigo#5,SF Denim/ C&A,60''--61'',,#(3--4)%,10.50 oz,,23/09/2025,510,2509856,60Y,"C:61.5''
F:62.2''",50,17.5cm,13.0cm,58,8,14.5cm,60'',0.00%,2.18%,-2.28%,-2.50%,60.0'',58,Singeing?Dryer(5box 60°C)?Sanforized,
X24239,,"Face down, Regular finish","5508X43
16rn(Nishat)lot-01 X 16rn(Nishat, lot-01), Body",Indigo#5,Master Tex/MKT,62''--63'',,# +/-(3--4)%,6.75 oz,,24/09/2025,219,2507581,90Y,"C:62.8''
F:63.4''",43,0.0cm,0.0cm,50,7,0.0cm,"C:63''
F:63.5''",-1.50%,-1.50%,-0.79%,-2.20%,63.4'',50,Singeing?Dryer(5box 60°C)?Sanforized,
X25284,,Reglular Finishg,"4205X42
7ring X 8ring(Nishat)lot-02, Dobby",Indigo#5,Shahi Textile ,64''--65''(Approx),,#(3--4)%,12.00 oz,,25/09/2025,121,2509828,40Y,"C:64.9''
F:65.6''",42,13.0cm,12.5cm,49,7,12.0cm,"C:64.5''
F:65''",0.00%,-0.10%,-1.00%,0.80%,63.8'',48,Singeing?Dryer(5box 60°C)?Sanforized,
X25283,,Reglular Finishg,"4205X42
7ring X 8OE(Badsha)lot-55, Dobby",Indigo#5,Shahi Textile,64''--65''(Approx),,#-(3--4)%,12.00 oz,,25/09/2025,121,2509828,40Y,"C:64.9''
F:65.6''",42,13.0cm,12.5cm,49,7,13.0cm,"C:64.7''
F:65.4''",0.40%,1.00%,-0.90%,-1.10%,64.1'',48,Singeing?Dryer(5box 60°C)?Sanforized,
X25285,RNPS110-07R9S,,"4176X46
8ring X 12-40D T/Black(Xuzhou) + 12-70D T/black(Xuzhou) 4:1, 3/1RHT",Black #9L,C&A,56''--57'',,#(15--19)%,11.00 oz,,24/09/2025,508,2504317,30Y,"C:59.1''
F:60''",46,15.0cm,11.0cm,54,8,11.0cm,"C:56.8''
F:57.8''",0.74%,-1.79%,-13.30%,0.00%,49.2'',54,Singeing?Dryer(5box 60°C)?Sanforized,
X25286,PR095-01L5,,"5002X38
10ring(Nasht) X 10ring(Nishat), 3/1 LHT",Indigo#5,Baby Shop,64''--65'',,#-(3--4)%,9.50 oz,,23/09/2025,409,2509864,409Y,"C:64''
F:65''",38,13.0cm,13.0cm,44,6,11.0cm,"C:64.4''
F:65.4''",1.45%,0.72%,-0.93%,-3.80%,63.8'',44,Singeing?Dryer(5box 60°C)?Sanforized,
X19224,RN055-07R5,,,,,,,,,,21/09/2025,510,2509808,65Y,"C:56''
F:57''",50,10.0cm,7.5cm,57,7,8.0cm,"C:57''
F:58''",2.80%,-1.50%,-1.70%,0.00%,58.0'',57,Singeing?Dryer(5box 60°C)?Sanforized,
X25171,,Regular Finish,"4464X44
8siro(Nishat)X10Tencel Ring(Lenging)Nishat, 3/1RHT",Indigo#5,Sainsbury,65''--66'',,#+/-(3--4)%,11.00 oz,,29/09/2025,412,2504364,100Y,"C:67''
F:67.5''",44,14.0cm,16.0cm,49,5,19.5cm,"C:66.2''
F:66.8''",2.50%,2.90%,-1.80%,0.00%,65.0'',50,Singeing?Dryer(5box 60°C)?Sanforized,
X1710329,PR120-04HB5,Regular Finish,"4176X43
8oe(Badsha)X8oe(BCI, Badsha), Herringbone",Indigo#5,Windy-Primark,59''--60'',,#+/-(3--4)%,12.00 oz,,29/09/2025,121,2507640,74Y,"C:59.8''
F:60.5''",43,0.0cm,0.0cm,50,7,0.0cm,"C:60''
F:60.8''",0.20%,-0.20%,-4.10%,-0.50%,57.5'',51,Singeing?Dryer(5box 60°C)?Sanforized,
X23286,,Regular Finish,"4464X43
7oe(Blue:21,white:5)Badsha,BCI x 10oe(Badsha), 3/1RHT",Indigo#,Windy-Primark,64''--65'',,#+/-(3--4)%,,,30/09/2025,321,2509888,95Y,"C:64.8''
F:65.5''",43,16.5cm,12.0cm,50,7,16.0cm,"C:65.2''
F:65.8''",3.80%,1.69%,-2.30%,2.00%,63.7'',49,Singeing?Dryer(5box 60°C)?Sanforized,
RNS115-07R9L,Bulk,Regular Finish,,,,,,,,,,,,,"C:60''
F:61''",,14.5cm,12.0cm,57,0,11.0cm,"C:59.5''
F:60.5''",-1.32%,-1.46%,-8.20%,0.00%,54.6'',57,Black padding (140GPL) + Sanforized,
X25282,,,,,,,,,,,24/09/2025,605,2509844,124Y,"C:62.4''
F:63.2''",37,12.0cm,6.5cm,43,6,8.5cm,"C:62.5''
F:63''",0.70%,0.14%,-2.08%,2.00%,61.2'',42,Singeing?Dryer(5box 60°C)?Sanforized,
X25295,,Regular Finish,"4968X43
8oe(BCI,Badsha)X600D, 3/1LHT",Indigo#5,Zara Girls,,,,,,08/10/2025,618,2510898,55Y,"C:66''
F:67''",43,18.0cm,11.5cm,51,8,12.0cm,"C:64.7''
F:65.5''",0.00%,-2.50%,-1.85%,-1.80%,63.5'',51,Singeing?Dryer(5box 60°C)?Sanforized,
X25296,,Regular Finish,"4752X42
7oe(Badsha, CMIA)X10oe(Badsha), 3/1RHT",#---------,Sainbury-Echotex,64''--65'',,#+/-(3--4)%,12.25 oz,,06/10/2025,110,2509889,120Y,"C:66.3''
F:67.3''",42,19.0cm,13.5cm,50,8,16.0cm,"C:66.3''
F:67''",3.00%,2.80%,-2.40%,2.20%,64.7'',49,Singeing?Dryer(5box 60°C)?Sanforized,
X25294,,Regular Finish,"4464X46
9oe X 600D(Hangzhou), 3/1LHT",Indigo#5,Zara Grils,,,#(3--4)%,11.50 oz,,04/10/2025,320,2509853,60Y,"C:58.8''
F:59.8''",46,13.0cm,8.0cm,55,9,9.5cm,"C:57.2''
F:58''",-2.50%,-1.00%,2.09%,-0.80%,56.0'',55,Singeing?Dryer(5box 60°)?Sanforized,
X19005,,,"6480X100
20ring(Nishat)X20rn(Nishat)+150+40D(Hanzhou), (1:2), SBC(LHT",Grey#3,Warptex,49''--50'',,# -(8--12)%,8.50 oz,,04/10/2025,Issue date,,,,,,,,0,,,,,,,,,To go to Heat Setting file getting sample data.,
X25244,,Regular ,"4838X49
16rsl(yt-161)(Nishat) + 16ring(nishat), (3:7) X 16ring(Nishat), 2/1RHT",Black#9S,SQUARE Denim,57''--58'',,#+/-(3--4)%,6.75 oz,,08/10/2025,604,2508744,102Y,"C:57''
F:57.8''",49,9.5cm,8.0cm,56,7,9.5cm,"C:57.8''
F:58.4''",2.40%,-2.80%,0.00%,0.80%,57.8'',55,Singeing?Dryer(5box 60°C)?Sanforized,
X25297,PR120-02R5,Regular ,"4200X43
7oe(CMIA,Badsha) X 10oe(Physical BCI, Badsha), 3/1RHT",Indigo Phless,Defacto,61''--62'',,#+/-(3--4)%,12.00 oz,,10/10/2025,508,2510911,100Y,"C:61''
F:61.8''",43,19.0cm,15.0cm,50,7,16.5cm,"C:61.3''
F:62''",2.80%,-0.10%,-1.70%,-1.00%,60.2'',49,Singeing?Dryer(5box 60°C)?Sanforized,
X25298,PR120-02R5,Regular ,"4200X43
7oc(CMIA, Badsha) X 10oe(PhysicalBCI, Badsha), 3/1RHT",Grey Indigo,Defacto,61''--62'',,#+/-(3--4)%,12.00 oz,,10/10/2025,508,2510910,95Y,"C:61.5''
F:62.4''",43,18.5cm,15.0cm,50,7,15.0cm,"C:61.5''
F:62''",2.40%,0.00%,-2.10%,-1.00%,60.2'',50,Singeing?Dryer(5box 60°C)?Sanforized,
X25301,X25268(copy in siro),Depending on R&D,"4216X41
10siro(Nishat)X7oe(Badsha), 3/1RHT",Dark Indigo#6,STR,65''(full),,#-(6)%,65x41,,13/10/2025,509,2510903,60Y,"C:61.7''
F:62.7''",41,16.0cm,11.0cm,43,2,11.0cm,"C:64.2''
F:65.4''",-1.50%,1.50%,-4.90%,-10.80%,61.0'',49,Singeing?Dryer(1box cold Water)?Heat Setting(cold Water)?Sanforized,
X25300,ST105-02R9S(copy),"Regular Finish
No-Singeing","5184(Indigo:4968, white:220) X 42
10oe(Badsha,BCI)+600D(White)(46:2) X 10oe(Badsha, BCI), 3/1RHT Stripe",Indigo#5,MKT,64''--65'',,#+/-(3--4)%,10.50 oz,,06/10/2025,Issue date,,,,,,,,0,,,,,,,,,No Singeing(Only use Brush),
X25299,,Regular finish,"5000X44
10ring(Nishat)X10ring(Nishat), Multi weave as per design",Indigo#5,C&A,61''--62'',,#(3--4)%,9.80 oz,,10/10/2025,119,2509864,120Y,"C:63''
F:63.7''",48,9.0cm,10.0cm,54,6,10.0cm,"C:63.2''
F:64''",0.70%,-1.10%,-1.80%,-1.00%,62.0'',54,Singeing?Dryer(5box 60°C)?Sanforized,
X25302-1,,Regular Finish,"4176X35
8ring(Nishat)X7ring(Nishat, BCI), Body",Dark Indigo#6,Echotex Sainbury,,,,,,16/10/2025,219,2505444,100Y,"C:64.2'''
F:65.2''",35,6.0cm,5.0cm,42,7,6.0cm,"C:64.8''
F:65.7''",0.40%,0.00%,-2.10%,-1.00%,63.4'',42,Singeing?Dryer(5box 60°C)?Sanforized,
X25302-2,,Regular Finish,"4176X35
8ring(Nishat)X7ring(Badsha), Body",Dark Indigo#6,Echotex Sainbury,,,,,,06/10/2025,Issue date,,,,,,,,0,,,,,,,,,Rgular Finish,
X19224,RN055-07R5(New),Regular Finish,"5360X50
20rn(Nishat, Compact BCI) X 20rn(Nishat ,Compact BCI), 3/1RHT",Indigo#5,Madry Jeans(Stye Zippy),57''--58'',,#+/-(3--4)%,5.60 oz,,12/10/2025,504,2510913,152Y,"C:57.8''
F:58.5''",50,10.5cm,8.0cm,56,6,9.0cm,"C:58.5''
F:59''",2.50%,-1.72%,0.34%,-3.00%,58.7'',58,Singeing?Dryer(5box 60°C)?Sanforized,
X20139,RES105-13R5,Regular Finish,"4400X44
7oe(Badsha, CMIA)+10oe(Badsha,BCI)+12oe(Badsha,physical BCI)(2:3:5) X 10-40D(Nishat, Physical BCI) + 10-70D(Nishat, Physical BCI)(1:1),3/1RHT",Indigo#5,Arrival Fashion,55''--56'',,#-(18--22)%,10.50 oz,,16/10/2025,303,2510925,106Y,"C:55.8''
F:56.7''",44,14.5cm,11.0cm,51,7,9.0cm,"C:54.3''
F:55.3''",-3.40%,-1.20%,-20.40%,-1.90%,43.2'',52,Singeing?Dryer(5box 60°C)?Sanforized,
X25192,,Regular Finish,"3752X42
7oe(Low TM, Salek) X 8-40D(Nishat), 3/1RHT",Dark Indigo#6,PDS/JC Penny,60''--61'',,#-(13--17)%,12.00 oz,,10/10/2025,504-2,2507645,96Y,"C:61.8''
F:62.7''",42,12.0cm,12.0cm,49,7,10.0cm,"C:61''
F:61.8''",0.00%,-1.90%,-14.90%,0.70%,51.9'',48,Singeing?Dryer(5box 60°C)?Sanforized,
X25183,,Regular Finish,"3752X42
7ring + 7oe(Badsha)(1:1) X 8-40D(Nishat), 3/1RHT",Indigo#5,PDS/JC Penny,59''--60'',,#-(13--17)%,12.00 oz,,10/10/2025,504,2507600,100Y,"C:60.2''
F:61.2''",42,15.0cm,12.0cm,48,6,12.0cm,"C:60.2''
F:61''",-1.30%,-1.20%,-14.90%,-1.40%,51.2'',49,singeing + Dryer(5Box 60°C) + Sanforized,
X22112-1(New),RN110-26R5(New),Regular Finish,"4247X35
7ring(Badsha)X10rn(Nishat), 3/1RHT",Indigo#5,SF Denim,61''--62'',,#+/-(3--4)%,11.00 oz,,10/10/2025,508,2510909,155Y,"C:61.8''
F:62.8''",35,15.5cm,14.5cm,42,7,16.0cm,"C:62''
F:63''",2.10%,0.10%,-1.20%,-4.30%,61.2'',42,Singeing?Dryer(5box 60°C)?Sanforized,
X25180,Face Up,Regular Finish,"     5238X42
16oe(XDD) X 12oe(Badsha, Physical BCI), 2/1RHT",Indigo#5,Aman Group,63''--64'',,#+/-(3--4)%,7.00 oz,,30/09/2025,321,2509880,95Y,"C:65''
F:65.5''",42,9.5cm,7.0cm,48,6,8.5cm,"C:64.8''
F:65.5''",-0.28%,0.14%,0.00%,-3.20%,64.8'',49,Singeing?Dryer(5box 60°C)?Sanforized,
X24215-1,ST100-04R5,Regular Finish,"4752X48
10oe(Indigo:8,White:8)Badsha X 10oe(Badsha), 3/1RHT Stripe",Indigo#5,Zara / Drucss WorldWide,64''--65'',,#+/-(3--4)%,9.90 oz,,01/10/2025,307,2509886,150Y,"C:64''
F:65''",48,15.5cm,11.5cm,55,7,14.0cm,"C:64.2''
F:65''",1.43%,2.00%,1.86%,0.00%,63.0'',55,Singeing?Dryer(5box 60°C)?Sanforized,
X20089,PRP110-01R9S,Regular Finish,"4800X45
10oe(Badsha)X600D(Hangzou), 3/1RHT",Black #9S,Salted Basics,,,,,,12/10/2025,504,2504320,100Y,"C:60.2''
F:61''",45,16.0cm,12.0cm,54,9,15.0cm,"C:59.8''
F:60.5''",1.13%,3.20%,-2.30%,0.00%,58.4'',54,Singeing?Dryer(5box 60°C)?Sanforized,
"X25290
B-grade",, ,"4335 X 38
(7oe + 9oe(Slub))(6:4) X 600 D Raw , 2/1RHT",Indigo#5,Stock Bean,,,,,,04/10/2025,605,2509853,592Y,"C:62''
F:63''",38,9.5cm,7.0cm,45,7,9.5cm,"C:61.2''
F:62''",-3.50%,0.70%,-1.63%,2.00%,60.2'',44,Singeing?Dryer(5box 60°C)?Sanforized,
X25286,2nd Runing,Regular Finish,,,,,,,,,08/10/2025,604,2508744,102Y,,,13.0cm,7.5cm,46,0,9.0cm,"C:65.2''
F:66.7''",-3.60%,0.70%,-1.23%,2.80%,64.2'',44,Singeing?Dryer(5box 60°C)?Sanforized,
X25289,,Regular Finish,"4464X40
9oe X 600D Raw, 3/1RHT",Indigo#5,Stock Bean,,,,,,08/10/2025,503,2505561,482Y,"C:64''
F:65''",40,18.0cm,13.5cm,47,7,16.0cm,"C:63''
F:64''",3.50%,3.20%,-1.58%,0.00%,62.0'',47,Singeing?Dryer(5box 60°C)?Sanforized,
"X25288
B-grade",,Regular Finish,"4692X40
12oe(Blue:24, white:6) X 600D Raw, 3/1RHT",Blue white ,Stock Bean,,,,,,30/09/2025,218,2501017,330Y,"C:62.5''
F:63.2''",40,13.0cm,5.0cm,47,7,11.0cm,"C:61.8''
F:62''",-7.10%,0.40%,-1.60%,0.00%,60.5'',47,Singeing?Dryer(5box 60°C)?Sanforized,
X22247,,Regular Finish,,,,,,,,,29/09/2025,121,2505444,150Y,"C:63.5''
F:64.5''",44,15.0cm,13.0cm,50,6,14.0cm,"C:63.9''
F:64.8''",0.40%,-0.20%,-1.50%,-3.40%,62.2'',50,Singeing?Dryer(5box 60°C)?Sanforized,
X25303,RN100-25R5 (copy),Regular Finish,"4600X45 
(10rsl(yt-199)Nishat + 10rsl(yt-233)Nishat)(1:1) X (10oe(Badsha)+10rsl(yt-199)Nishat) (2:1), 3/1RHT",Indigo#5,Echotex,58''--59'',,#+/-(3--4)%,10.20 oz,,13/10/2025,402,2510922,63Y,"C:59.8''
F:60.5''",45,17.5cm,13.5cm,52,7,14.0cm,"C:59.8''
F:60.5''",1.15%,-2.15%,-1.50%,-1.00%,58.9'',53,Singeing?Dryer(5box 60°C)?Sanforized,
X23297,PR100-05R6,Regular Finish,"4464x40
9OE x 10OE(Badsha) , 3/1RHT",Dark Indigo#6,Defacto/Pam Apparel,63''--64'',,#+/-(3--4)%,9.80 oz,,12/10/2025,417,2509853,200Y,"C:64''
F:64.7''",40,18.0cm,14.5cm,47,7,15.5cm,"C:64''
F:64.8''",0.99%,0.00%,-1.56%,-3.00%,63.0'',47,Singeing?Dryer(5box 60°)?Sanforized,
X25306-2,X25292-2,Regular Finish,"3564X40
9rn(Nishat, BCI) + 9siro Slub(Nishat) (6:4) X 12--(75D-DTY) + 40DNS, 3/1RHT",Blue Black#8D,Zara,51''--52'',,# -(19--23)%,8.50 oz,,18/10/2025,222,2510931,60Y,"C:53.5''
F:54.5''",40,7.5cm,10.5cm,47,7,10.5cm,"C:51.8''
F:53''",-0.10%,1.20%,-19.80%,0.00%,41.8'',47,Singeing?Dryer(5box 60°C)?Sanorized,
X25306-1,X25292-2,Regular Finish,"3564X40
9rn(Nishat, BCI) + 9siro Slub(Nishat) (6:4) X 12--(75D-DTY) + 40DNS, 3/1RHT",Blue Black#8D,Zara,51''--52'',,# -(19--23)%,8.50 oz,,21/10/2025,222-1,2510931,55Y,"C:53.5''
F:54.8''",40,15.0cm,12.5cm,47,7,12.0cm,"C:52.5''
F:53.6''",0.00%,-3.80%,-20.00%,-2.00%,42.0'',47,"Singeing?Dryer(5box 60°C, Speed:55m/m)?Sanorized",Sample Developed By Master Chung
X24244,,Regular Finish,"4464X45
10rsl(yt-233)Nishat X 12rn(Nishat, BCI), 3/1RHT",Dark Indigo#6,Trim Wear,63''--64'',,#+/-(3--4)%,9.00 oz,,16/10/2025,303,2510932,100Y,"C:64''
F:64.5''",45,13.0cm,11.0cm,53,8,13.0cm,"C:64''
F:64.7''",4.10%,0.10%,-1.20%,0.60%,63.2'',53,Singeing?Dyrer(1box in 85°C)?Sanforized,
X25305-1,X25293-copy,Regular Finish,"3564X40
9ring(Nishat) + 9siro slub(Nishat)6:4 X 12(75D. T400)-40 Lycra slub(Jiang chaina),3/1RHT",Blue Black#8D,Zara,,,,8.50 oz,,21/10/2025,222,2510931,26Y,"C:53.7''
F:54.8''",40,15.0cm,12.0cm,47,7,12.0cm,"C:52.2''
F:53.3''",2.60%,-0.70%,-18.60%,-0.60%,42.7'',47,Singeing?Dryer(5box 60°C)?Sanforized,Sample Developed By Master Chung
X25305-2,X25293-copy,Regular Finish,"3564X40
9ring(Nishat) + 9siro slub(Nishat)6:4 X 12(75D. T400)-40 Lycra slub(Jiang chaina),3/1RHT",Blue Black#8D,Zara,,,,8.50 oz,,21/10/2025,222,2510931,55Y,"C:53''
F:54.5''",40,15.0cm,12.5cm,47,7,12.0cm,"C:52.3''
F:53.4''",-2.33%,0.62%,-17.70%,-0.80%,43.0'',47,Singeing?Dryer(5box 60°C)?Sanforized,Sample Developed By Master Chung
X25304,,Regular Finish,"4468X42
8ring X 12ring(Nishat , BCI), 2/2",Dark Inidgo#,Natural Denim,,,,,,14/10/2025,507,2510894,56Y,"C:65.7''
F:66.5''",42,1.0cm,4.0cm,50,8,1.5cm,"C:65.8''
F:66''",0.00%,1.41%,-0.45%,0.00%,65.5'',50,Singeing?Dryer(5box 60°C)?Sanforized,
X25308,,Regular Finish,"4320X41
7oe(Badsha, CMIA)+7rsl(Nishat, BCI) (7:3) X 6oe(Badsha), 3/1RHT",Blue Black#8D,Defacto,64''--65'',,,13.75 oz,,18/10/2025,308,25010938,82Y,"C:65''
F:65.7''",41,16.0cm,12.5cm,49,8,12.5cm,"C:65''
F:65.7''",1.44%,-0.70%,-2.70%,-1.00%,63.7'',48,Singeing?Dryer(5box 60°C)?Sanforized,
X1609192-1,,Regular Finish,"5049X48
12ring spum(BCI, Nishat)X12oe(Nishat, BCI), 3/1RHT",Indigo#5,Windo/Zara Baby girls,58''--59'',,#+/-(3--4)%,9.25 oz,,19/10/2025,510,2510936,100Y,"C:59.7''
F:60.5''",48,13.5cm,11.0cm,55,7,13.0cm,"C:60.5''
F:61.2''",2.02%,-0.28%,-1.65%,-1.60%,59.5'',56,Singeing?Dryer(5box 60°C)?Sanforized,
X25307,,Regular Finish,"4752X48
8.5rsl(ty-12)Nishat + 9oe(BCI, Badsha)4:6 X 7oe(Badsha, CMIA), 3/1RHT",Indigo#5,Defacto,,,,12.50 oz,,17/10/2025,217,2510937,75Y,"C:65.4''
F:66.2''",48,15.0cm,10.0cm,56,8,12.0cm,"C:65.2''
F:66.2''",1.42%,1.41%,-2.90%,1.00%,63.3'',55,Singeing?Dryer(5box 60°C)?Sanforized,
X25309,,Regular Finish,"4176x39
8siro(Nishat)X10ring(Nishat), 3/1RHT",Indigo#5,SF Denim,63''--64'',,#(3--4)%,10.00 oz,,16/10/2025,220,2504364,58Y,"C:62.8''
F:63.5''",39,15.5cm,12.0cm,45,6,13.5cm,"C:63''
F:64''",0.40%,2.50%,0.10%,-1.80%,63.1'',46,Singeing?Dryer(5box 60°C)?Sanorized,
